word,count
"<favorit,chandler>",1

"<favorit,character,>",2

"<favorit,cheat.>",1

"<favorit,cheater>",1

"<favorit,cheek,>",1

"<favorit,cherish>",1

"<favorit,chicago,>",1

"<favorit,chicago>",1

"<favorit,childhood>",1

"<favorit,choic>",1

"<favorit,choice.>",1

"<favorit,chose,>",2

"<favorit,cinderella>",2

"<favorit,class>",8

"<favorit,classi>",1

"<favorit,cleanthoni>",2

"<favorit,cliché,>",1

"<favorit,close>",15

"<favorit,clue>",1

"<favorit,coach'>",2

"<favorit,coach.>",6

"<favorit,cocoon,>",1

"<favorit,colleagu>",4

"<favorit,columnist>",1

"<favorit,comb>",4

"<favorit,combat>",2

"<favorit,comfort>",2

"<favorit,command;>",1

"<favorit,commonwealth>",1

"<favorit,completed.>",1

"<favorit,concern.>",2

"<favorit,concuss>",1

"<favorit,connecticut>",4

"<favorit,consequence,>",1

"<favorit,consider>",1

"<favorit,conspicu>",1

"<favorit,control>",6

"<favorit,controversial.>",2

"<favorit,conversation,>",1

"<favorit,cook,>",2

"<favorit,cooley>",2

"<favorit,cope.>",1

"<favorit,coron>",1

"<favorit,corrupt>",1

"<favorit,costs.>",1

"<favorit,cotton,>",1

"<favorit,country’>",1

"<favorit,coupl>",6

"<favorit,court>",11

"<favorit,court?>",4

"<favorit,cousin,>",1

"<favorit,cowherd,>",1

"<favorit,creighton'>",1

"<favorit,cri>",3

"<favorit,critical.>",2

"<favorit,cross.>",1

"<favorit,crown.>",1

"<favorit,crusade,>",1

"<favorit,cultur>",1

"<favorit,culture.>",2

"<favorit,curious>",1

"<favorit,current>",4016

"<favorit,cuts:>",1

"<favorit,cyclones,>",1

"<favorit,dab>",1

"<favorit,dahntay>",1

"<favorit,daili>",2

"<favorit,dame’>",1

"<favorit,dariu>",1

"<favorit,data.>",2

"<favorit,davis’>",2

"<favorit,dayton,>",1

"<favorit,dayton:>",2

"<favorit,declar>",1

"<favorit,defends,>",1

"<favorit,defi>",1

"<favorit,defin>",2

"<favorit,definit>",3

"<favorit,definition.>",3

"<favorit,degree.>",1

"<favorit,deliber>",1

"<favorit,deliberation.>",1

"<favorit,delight>",1

"<favorit,devot>",3

"<favorit,dinner>",3

"<favorit,disaster.>",1

"<favorit,disciplinari>",1

"<favorit,discov>",1

"<favorit,disput>",2

"<favorit,disputed,>",1

"<favorit,documentari>",2

"<favorit,doing,>",2

"<favorit,done.>",3

"<favorit,door>",1

"<favorit,dorrance,>",2

"<favorit,doug>",2

"<favorit,drill>",2

"<favorit,drove>",4

"<favorit,due>",3

"<favorit,duke,>",3

"<favorit,dumb-ass>",1

"<favorit,dunks,>",1

"<favorit,dustin>",1

"<favorit,easier>",1

"<favorit,edwards,>",1

"<favorit,effect>",3

"<favorit,eighth>",2

"<favorit,either.>",2

"<favorit,ejim,>",1

"<favorit,elimin>",3

"<favorit,emotions,>",1

"<favorit,emphas>",1

"<favorit,emphatically,>",1

"<favorit,employ>",1

"<favorit,enforc>",1

"<favorit,enhanc>",2

"<favorit,enrol>",2

"<favorit,envious.>",1

"<favorit,era.>",1

"<favorit,eric>",2

"<favorit,especi>",7

"<favorit,espn+>",2

"<favorit,espn2>",2

"<favorit,establish>",3

"<favorit,evalu>",1

"<favorit,evansvil>",1

"<favorit,even>",54

"<favorit,eventually,>",1

"<favorit,everi>",31

"<favorit,everybody.>",4

"<favorit,everyth>",7

"<favorit,everything,>",2

"<favorit,excel>",1

"<favorit,excerpt:>",1

"<favorit,excuse.>",1

"<favorit,exemplari>",1

"<favorit,exhortations,>",1

"<favorit,expected,>",1

"<favorit,eye>",1

"<favorit,f------>",1

"<favorit,factor>",1

"<favorit,faculty.>",1

"<favorit,fairli>",4

"<favorit,fame>",1

"<favorit,fast.>",2

"<favorit,fate>",1

"<favorit,fears.>",1

"<favorit,februari>",2

"<favorit,fifth-seed>",1

"<favorit,finalist>",1

"<favorit,finger>",2

"<favorit,flip>",1

"<favorit,focu>",1

"<favorit,foot>",4

"<favorit,football.>",1

"<favorit,footsteps;>",1

"<favorit,freebies.>",1

"<favorit,freight,>",2

"<favorit,freshman.>",1

"<favorit,freshmen>",2

"<favorit,frozen;>",1

"<favorit,fun-lov>",1

"<favorit,game),>",1

"<favorit,games.>",11

"<favorit,gasser’>",1

"<favorit,gentlest,>",1

"<favorit,gibb>",1

"<favorit,gilling,>",1

"<favorit,give>",14

"<favorit,given>",3

"<favorit,glorifi>",1

"<favorit,goal.>",1

"<favorit,godawful,>",1

"<favorit,golden>",1

"<favorit,gonzaga>",5

"<favorit,grade>",1

"<favorit,grandmother,>",1

"<favorit,gravit>",1

"<favorit,great>",28

"<favorit,groucho>",1

"<favorit,grudg>",1

"<favorit,guru>",1

"<favorit,guys.>",1

"<favorit,hand>",6

"<favorit,handsome,>",1

"<favorit,hank>",1

"<favorit,happi>",5

"<favorit,harder>",1

"<favorit,hardwood.>",1

"<favorit,hart>",1

"<favorit,hasn’t>",4

"<favorit,heads.>",1

"<favorit,health,>",1

"<favorit,hefferman>",1

"<favorit,help>",42

"<favorit,here>",1

"<favorit,heroes.>",1

"<favorit,hidden>",1

"<favorit,high-major>",2

"<favorit,high-usag>",1

"<favorit,highli>",3

"<favorit,him,''>",1

"<favorit,him;>",2

"<favorit,hmm,>",4

"<favorit,home.>",2

"<favorit,hoosier>",8

"<favorit,hope>",15

"<favorit,hopefully,>",1

"<favorit,hour>",6

"<favorit,howard>",1

"<favorit,huddl>",1

"<favorit,hunt>",3

"<favorit,hurdl>",2

"<favorit,hurricanes,>",4

"<favorit,hurryin'>",2

"<favorit,hurt.>",1

"<favorit,huskies.>",2

"<favorit,i>",1

"<favorit,ii-off>",1

"<favorit,iii,>",2

"<favorit,iii:>",1

"<favorit,imagin>",2

"<favorit,immatur>",1

"<favorit,importantli>",1

"<favorit,impulsive,>",1

"<favorit,in-person.>",2

"<favorit,in?>",4

"<favorit,inbox.>",2000

"<favorit,indianapoli>",1

"<favorit,indict>",3

"<favorit,influenc>",1

"<favorit,insignificant.>",1

"<favorit,instruct>",3

"<favorit,integrity.>",1

"<favorit,into.>",1

"<favorit,intriguing,>",1

"<favorit,invari>",2

"<favorit,invit>",1

"<favorit,ironi>",1

"<favorit,ironman.>",1

"<favorit,issue.>",3

"<favorit,iv.>",4

"<favorit,j.t.>",1

"<favorit,jack>",1

"<favorit,jacob>",4

"<favorit,jahlil>",2

"<favorit,jan.>",16

"<favorit,jaron>",2

"<favorit,jay>",1

"<favorit,jerri>",1

"<favorit,jersey>",2

"<favorit,jobs.>",1

"<favorit,join>",1

"<favorit,jonathan>",1

"<favorit,justin>",6

"<favorit,kent>",2

"<favorit,key>",8

"<favorit,kids.>",4

"<favorit,kirkpatrick's,>",1

"<favorit,kirkpatrick,>",1

"<favorit,klotz>",2

"<favorit,kobe?>",4

"<favorit,la.,>",1

"<favorit,label>",4

"<favorit,ladonta>",1

"<favorit,landry,>",1

"<favorit,language,>",1

"<favorit,lappas,>",1

"<favorit,later),>",1

"<favorit,later,>",5

"<favorit,later>",2

"<favorit,layup,>",3

"<favorit,layup>",4

"<favorit,lead>",33

"<favorit,leadership?>",2

"<favorit,learn>",6

"<favorit,learned,>",1

"<favorit,lecture.>",2

"<favorit,lee.>",4

"<favorit,legislation,>",1

"<favorit,less-renown>",2

"<favorit,letter>",2

"<favorit,lightning.>",1

"<favorit,lighty,>",1

"<favorit,list:>",1

"<favorit,literally.>",1

"<favorit,longtim>",2

"<favorit,lose.>",1

"<favorit,losing.>",4

"<favorit,loss.>",5

"<favorit,louder>",2

"<favorit,louisiana>",1

"<favorit,love>",10

"<favorit,loyalti>",1

"<favorit,lubick,>",1

"<favorit,luc>",1

"<favorit,luca>",2

"<favorit,luke>",6

"<favorit,lyndon>",1

"<favorit,magician,>",2

"<favorit,major-colleg>",1

"<favorit,major>",4

"<favorit,make,>",1

"<favorit,maneuv>",1

"<favorit,mani>",26

"<favorit,mantle,>",1

"<favorit,march.>",1

"<favorit,mark>",13

"<favorit,maryalyce.>",1

"<favorit,mary’>",2

"<favorit,materi>",1

"<favorit,matter>",10

"<favorit,mcclain,>",1

"<favorit,meal>",1

"<favorit,medic>",1

"<favorit,memphis,>",1

"<favorit,men>",2

"<favorit,mentions.>",1

"<favorit,meredith>",1

"<favorit,mideast>",1

"<favorit,midway.>",1

"<favorit,midway>",1

"<favorit,mien,>",1

"<favorit,miller,>",2

"<favorit,mine.>",1

"<favorit,mistak>",6

"<favorit,modern>",1

"<favorit,mortgag>",2

"<favorit,mountain>",2

"<favorit,mustaches.>",1

"<favorit,mvc),>",1

"<favorit,myself?>",4

"<favorit,n.j.,>",1

"<favorit,nanc>",1

"<favorit,natur>",3

"<favorit,natural-born>",1

"<favorit,neme>",1

"<favorit,nerd>",1

"<favorit,nevada;>",1

"<favorit,never-ending.>",1

"<favorit,nfl.>",1

"<favorit,nit,>",1

"<favorit,not.>",2

"<favorit,noticed.>",2

"<favorit,nova:>",1

"<favorit,november).>",1

"<favorit,now,>",19

"<favorit,number>",10

"<favorit,nyc?>",1

"<favorit,observ>",2

"<favorit,odds.>",5

"<favorit,odle,>",1

"<favorit,off,>",3

"<favorit,offer>",2010

"<favorit,offseason,>",2

"<favorit,ok.>",8

"<favorit,okafor on>",1

"<favorit,olajuwon>",1

"<favorit,on,>",2

"<favorit,others.>",2

"<favorit,otherwise.>",1

"<favorit,our>",2

"<favorit,over,>",3

"<favorit,overal>",11

"<favorit,overpow>",2

"<favorit,p.m.,>",4

"<favorit,page>",2

"<favorit,paint,>",1

"<favorit,painter>",7

"<favorit,pango>",3

"<favorit,pass,>",1

"<favorit,pat>",6

"<favorit,paul>",1

"<favorit,pauses;>",1

"<favorit,penalti>",1

"<favorit,percent)>",1

"<favorit,percent>",25

"<favorit,perfect,>",1

"<favorit,perfectli>",3

"<favorit,perhaps,>",2

"<favorit,perimeter.>",1

"<favorit,pettway,>",1

"<favorit,phenomen>",2

"<favorit,pitch.>",2

"<favorit,platoon>",1

"<favorit,played?>",1

"<favorit,players,>",6

"<favorit,players:>",1

"<favorit,players’>",1

"<favorit,player’>",1

"<favorit,pleasant>",2

"<favorit,plural,>",1

"<favorit,plus,>",1

"<favorit,pocket,>",1

"<favorit,point,>",3

"<favorit,point:>",1

"<favorit,points.)>",2

"<favorit,poll,>",1

"<favorit,polyest>",1

"<favorit,posit>",5

"<favorit,position.>",2

"<favorit,poss%>",1

"<favorit,postell,>",1

"<favorit,posterized—that’>",1

"<favorit,postseason>",4

"<favorit,poythress>",2

"<favorit,ppg).>",2

"<favorit,practice?>",4

"<favorit,pre-'60>",1

"<favorit,predict>",3

"<favorit,preparation.>",1

"<favorit,primes,>",4

"<favorit,prior>",1

"<favorit,progress>",2

"<favorit,promis>",2

"<favorit,proof>",2

"<favorit,proper>",1

"<favorit,prospect>",4

"<favorit,prove.>",1

"<favorit,proverbi>",1

"<favorit,providers,>",1

"<favorit,provok>",1

"<favorit,public>",1

"<favorit,published.>",1

"<favorit,quick>",6

"<favorit,rabbits,>",1

"<favorit,race>",4

"<favorit,radford>",1

"<favorit,railroad>",2

"<favorit,rang>",6

"<favorit,rankings:>",2

"<favorit,rating.>",1

"<favorit,read,>",2

"<favorit,ready.>",5

"<favorit,reasons.>",2

"<favorit,rebounds,>",7

"<favorit,record,>",2

"<favorit,record-set>",2

"<favorit,recruit.>",1

"<favorit,red>",5

"<favorit,reel>",1

"<favorit,regard>",1

"<favorit,releford,>",2

"<favorit,remember.>",1

"<favorit,report>",5

"<favorit,resent>",1

"<favorit,resolut>",1

"<favorit,rewrit>",1

"<favorit,richmond.>",3

"<favorit,richmond>",1

"<favorit,righteou>",1

"<favorit,riley>",2

"<favorit,rim-rattl>",1

"<favorit,rim>",6

"<favorit,rippl>",1

"<favorit,risk>",1

"<favorit,road>",22

"<favorit,roar>",4

"<favorit,rotat>",1

"<favorit,row>",4

"<favorit,rpi'>",2

"<favorit,rubicon>",1

"<favorit,saint>",3

"<favorit,salad>",2

"<favorit,san>",8

"<favorit,satisfi>",2

"<favorit,saturday>",15

"<favorit,save>",1

"<favorit,scared?>",4

"<favorit,school,>",7

"<favorit,school’>",8

"<favorit,score>",53

"<favorit,scoreboard.>",1

"<favorit,scores.>",1

"<favorit,scott>",2

"<favorit,scrambl>",2

"<favorit,screen>",2

"<favorit,seafood>",2

"<favorit,season-high>",1

"<favorit,season-long>",1

"<favorit,seasons,>",1

"<favorit,seed.>",2

"<favorit,seem>",11

"<favorit,select>",10

"<favorit,seri>",2

"<favorit,series.>",1

"<favorit,setup>",1

"<favorit,sever>",9

"<favorit,sheet.>",1

"<favorit,shiloh,>",1

"<favorit,shockers,>",1

"<favorit,shockers:>",1

"<favorit,shoe>",2

"<favorit,shooting.>",1

"<favorit,shorts.>",1

"<favorit,shot,>",4

"<favorit,shunkwiler'>",1

"<favorit,sick>",1

"<favorit,significantly,>",2

"<favorit,silent>",2

"<favorit,since,>",2

"<favorit,sixth>",1

"<favorit,skin-to-skin!>",1

"<favorit,skyrocket>",1

"<favorit,slay>",1

"<favorit,slightest>",1

"<favorit,small>",1

"<favorit,smaller>",1

"<favorit,smart’>",1

"<favorit,snag>",1

"<favorit,sneakers.>",1

"<favorit,soccer>",2

"<favorit,soldier,>",1

"<favorit,something.>",1

"<favorit,son>",7

"<favorit,spark>",3

"<favorit,spin>",1

"<favorit,sprain>",1

"<favorit,spurt>",4

"<favorit,st.>",17

"<favorit,state,>",10

"<favorit,state:>",1

"<favorit,stats:>",2

"<favorit,stop>",10

"<favorit,strength,>",2

"<favorit,stuck,''>",1

"<favorit,stumbl>",3

"<favorit,sub-100>",3

"<favorit,subject.>",1

"<favorit,success>",2013

"<favorit,such>",1

"<favorit,sudden>",1

"<favorit,summer.>",4

"<favorit,sure>",6

"<favorit,surgic>",1

"<favorit,surreal.>",1

"<favorit,surviv>",2

"<favorit,suspiciously.>",1

"<favorit,swing>",1

"<favorit,symbolically,>",1

"<favorit,system,>",2

"<favorit,take,>",2

"<favorit,talented frontcourt>",1

"<favorit,tashawn>",1

"<favorit,tate>",1

"<favorit,taunt>",1

"<favorit,taylor>",4

"<favorit,team,>",11

"<favorit,teammate.>",8

"<favorit,teams.>",2012

"<favorit,ten>",4

"<favorit,ten’>",1

"<favorit,terps’>",1

"<favorit,texas,>",1

"<favorit,text>",2

"<favorit,thank>",5

"<favorit,thanksgiving?>",2

"<favorit,that>",24

"<favorit,that ther>",2

"<favorit,the>",4190

"<favorit,theft>",1

"<favorit,their>",5

"<favorit,them.>",15

"<favorit,then-coach>",1

"<favorit,there>",14

"<favorit,things.''>",1

"<favorit,things.>",5

"<favorit,think.''>",1

"<favorit,third>",9

"<favorit,thompson,>",2

"<favorit,three-point>",22

"<favorit,thrill>",2

"<favorit,throttl>",1

"<favorit,through.>",1

"<favorit,throw>",14

"<favorit,times,>",1

"<favorit,tip>",2

"<favorit,todd>",1

"<favorit,toney-el,>",1

"<favorit,toni>",1

"<favorit,too.>",10

"<favorit,top-50>",1

"<favorit,total>",6

"<favorit,tournament.''>",1

"<favorit,tournament.>",22

"<favorit,tournament>",54

"<favorit,tousl>",1

"<favorit,trace>",3

"<favorit,tragic>",1

"<favorit,transit>",1

"<favorit,trick.>",1

"<favorit,trophi>",3

"<favorit,truman>",1

"<favorit,trumpet>",1

"<favorit,turf>",2

"<favorit,turn,>",2

"<favorit,turns.>",2

"<favorit,u.s.>",1

"<favorit,ucla;>",3

"<favorit,unbeaten.>",1

"<favorit,unbeaten>",6

"<favorit,uncles,>",1

"<favorit,uncommon>",1

"<favorit,undef>",5

"<favorit,understood.''>",1

"<favorit,unfair,>",1

"<favorit,unit>",1

"<favorit,unquest>",1

"<favorit,unusu>",2

"<favorit,up-and-down>",1

"<favorit,upset>",7

"<favorit,use>",14

"<favorit,valley>",14

"<favorit,variou>",1

"<favorit,verbal>",1

"<favorit,versa.>",2

"<favorit,vertigo.>",1

"<favorit,veteran>",6

"<favorit,vex>",1

"<favorit,viabl>",1

"<favorit,vie>",1

"<favorit,virginia>",19

"<favorit,visitor>",3

"<favorit,vital>",1

"<favorit,wait!>",1

"<favorit,wait>",7

"<favorit,wakeup>",2

"<favorit,waldow>",3

"<favorit,walk>",13

"<favorit,walker>",1

"<favorit,wall,>",2

"<favorit,warn>",6

"<favorit,warns,>",1

"<favorit,was,>",5

"<favorit,watch>",18

"<favorit,water.>",1

"<favorit,wayn>",1

"<favorit,we>",12

"<favorit,weapon>",1

"<favorit,wedding,>",1

"<favorit,week,>",7

"<favorit,week:>",2

"<favorit,weekli>",2

"<favorit,well,''>",2

"<favorit,well-defin>",1

"<favorit,what?>",2

"<favorit,whether>",4

"<favorit,while.>",1

"<favorit,whistle,>",1

"<favorit,white,>",3

"<favorit,who?>",4

"<favorit,whoever'>",1

"<favorit,whole>",3

"<favorit,whose>",3

"<favorit,wide>",3

"<favorit,widespread>",1

"<favorit,wildcats'>",3

"<favorit,wire>",3

"<favorit,woman;>",1

"<favorit,woman>",5

"<favorit,women,>",2

"<favorit,wooden>",3

"<favorit,worri>",4

"<favorit,worst>",7

"<favorit,wow.>",4

"<favorit,wright,>",4

"<favorit,wrist>",2

"<favorit,writers,>",1

"<favorit,wrong,>",2

"<favorit,wrote>",1

"<favorit,www.twitter.com/lukemeredithap>",1

"<favorit,year.''>",1

"<favorit,yell>",4

"<favorit,yonkers,>",1

"<favorit,younger,>",4

"<favorit,youtube,>",1

"<favorit,​former>",2

"<favorit,​money>",1

"<favorit,​the>",2

"<favorit,​​johnson:>",4

"<favorit,•>",48

"<illustr,'70>",2

"<illustr,(135),>",3

"<illustr,(up>",3

"<illustr,1-888-806-4833>",2000

"<illustr,12>",10

"<illustr,150>",2

"<illustr,17-3,>",3

"<illustr,18.>",2

"<illustr,1950s.>",2

"<illustr,1967,>",2

"<illustr,1977>",2

"<illustr,1985.>",2

"<illustr,1999.>",2

"<illustr,1b.>",2

"<illustr,2. >",2

"<illustr,2002:>",3

"<illustr,2009:>",3

"<illustr,21st>",2

"<illustr,25.>",3

"<illustr,26>",2

"<illustr,30-second>",2

"<illustr,33>",3

"<illustr,4.8>",3

"<illustr,40>",2

"<illustr,500>",3

"<illustr,54>",1

"<illustr,6-7>",5

"<illustr,6.4>",3

"<illustr,61>",2

"<illustr,7>",2

"<illustr,82>",1

"<illustr,92-year-old>",3

"<illustr,Ad>",2

"<illustr,L>",2

"<illustr,NY>",2

"<illustr,UK>",16

"<illustr,Z>",2

"<illustr,[espn>",2

"<illustr,[hi>",2

"<illustr,abus>",4

"<illustr,accord>",5

"<illustr,acl>",4

"<illustr,action>",3

"<illustr,admired,>",2

"<illustr,advertis>",4

"<illustr,afternoon,>",1

"<illustr,ago.>",5

"<illustr,ain't>",1

"<illustr,albert.>",2

"<illustr,all-stat>",2

"<illustr,alum>",1

"<illustr,alumni>",2

"<illustr,analyst.>",1

"<illustr,analyst>",4

"<illustr,anchor>",2

"<illustr,and,>",4

"<illustr,and i think>",2

"<illustr,ankles.>",3

"<illustr,anytim>",1

"<illustr,apolog>",2

"<illustr,approach>",4

"<illustr,arrested.>",2

"<illustr,ascending,>",1

"<illustr,athlete,>",7

"<illustr,attent>",3

"<illustr,automat>",1

"<illustr,babi>",3

"<illustr,back-to-the-basket>",2

"<illustr,background>",1

"<illustr,ballhandler.>",1

"<illustr,barlow.>",3

"<illustr,barlow>",33

"<illustr,barton>",1

"<illustr,basic>",4

"<illustr,basis,>",2

"<illustr,be,>",3

"<illustr,bear>",5

"<illustr,beard,>",2

"<illustr,bed>",3

"<illustr,beginning.>",2

"<illustr,being,>",2

"<illustr,below.>",1

"<illustr,best>",1025

"<illustr,betray>",2

"<illustr,better.>",3

"<illustr,big.>",3

"<illustr,bill>",5

"<illustr,billi>",4

"<illustr,birth>",8

"<illustr,bit>",16

"<illustr,bless>",2

"<illustr,blessing.>",3

"<illustr,bob>",2

