"x"
"Pennsylvania"
"Nevada"
"New York"
"Washington"
"Texas"
"Washington"
"Florida"
"Florida"
"Minnesota"
"Oklahoma"
"Oklahoma"
"California"
"Georgia"
"Arizona"
"Texas"
"Illinois"
"Mississippi"
"California"
"Montana"
"California"
"California"
"Texas"
"California"
"California"
"Virginia"
"Pennsylvania"
"California"
"Texas"
"California"
"Arizona"
"Oklahoma"
"Texas"
"Texas"
"Texas"
"Texas"
"California"
"Texas"
"Washington"
"Alabama"
"California"
"Louisiana"
"New Mexico"
"Virginia"
"Idaho"
"Georgia"
"Ohio"
"Texas"
"Massachusetts"
"Virginia"
"Pennsylvania"
"Ohio"
"Arizona"
"Texas"
"Massachusetts"
"Virginia"
"Texas"
"Texas"
"Florida"
"Florida"
"Oklahoma"
"Texas"
"Ohio"
"California"
"Texas"
"Washington"
"California"
"California"
"Arizona"
"Arizona"
"Texas"
"California"
"Illinois"
"Pennsylvania"
"California"
"California"
"Texas"
"Texas"
"Ohio"
"Oklahoma"
"Georgia"
"Arizona"
"New York"
"Illinois"
"California"
"New Jersey"
"California"
"Texas"
"California"
"California"
"California"
"Kansas"
"Ontario"
"Louisiana"
"California"
"California"
"California"
"Nebraska"
"California"
"Texas"
"Ohio"
"Ohio"
"Texas"
"California"
"New York"
"Virginia"
"Tennessee"
"New Jersey"
"California"
"Virginia"
"Pennsylvania"
"Arizona"
"Texas"
"New Mexico"
"California"
"Pennsylvania"
"Florida"
"California"
"Texas"
"Ohio"
"New York"
"Ohio"
"Ohio"
"Kentucky"
"Pennsylvania"
"Texas"
"Indiana"
"Washington"
"North Carolina"
"Illinois"
"Indiana"
"Kansas"
"Florida"
"Alabama"
"Louisiana"
"Alberta"
"Washington"
"New York"
"Arizona"
"Louisiana"
"Georgia"
"Texas"
"Louisiana"
"Oklahoma"
"Tennessee"
"North Carolina"
"New Jersey"
"Washington"
"Texas"
"California"
"Texas"
"New Jersey"
"Ohio"
"Illinois"
"Michigan"
"Minnesota"
"Arizona"
"Texas"
"Tennessee"
"Pennsylvania"
"Alberta"
"California"
"Texas"
"Washington"
"Louisiana"
"Louisiana"
"Missouri"
"Missouri"
"Kansas"
"New Hampshire"
"Mississippi"
"Rhode Island"
"Texas"
"Texas"
"Illinois"
"North Carolina"
"Alabama"
"South Carolina"
"Ohio"
"California"
"New Jersey"
"California"
"Saint Catherine Parish"
"Pennsylvania"
"Pennsylvania"
"Texas"
"Florida"
"Indiana"
"Massachusetts"
"California"
"Ontario"
"Iowa"
"Arizona"
"Mississippi"
"North Carolina"
"West Virginia"
"West Virginia"
"California"
"Delaware"
"North Carolina"
"North Carolina"
"North Carolina"
"North Carolina"
"California"
"Georgia"
"New Jersey"
"Arkansas"
"California"
"Indiana"
"Nevada"
"California"
"Texas"
"Texas"
"Oregon"
"Indiana"
"Texas"
"Missouri"
"Florida"
"Alberta"
"Michigan"
"Arizona"
"Alabama"
"Virginia"
"Illinois"
"Michigan"
"California"
"Massachusetts"
"West Virginia"
"New York"
"Ohio"
"Oklahoma"
"Minnesota"
"Nevada"
"California"
"Ohio"
"West Virginia"
"West Virginia"
"West Virginia"
"West Virginia"
"New Hampshire"
"District of Columbia"
"Nebraska"
"New York"
"Tennessee"
"Ohio"
"Oklahoma"
"Michigan"
"Tennessee"
"Illinois"
"Arizona"
"Ontario"
"Santo Domingo"
"Texas"
"Colorado"
"California"
"Oregon"
"Texas"
"California"
"District of Columbia"
"Tennessee"
"Illinois"
"Texas"
"Kentucky"
"Virginia"
"Florida"
"Texas"
"Washington"
"Indiana"
"Indiana"
"Montana"
"California"
"California"
"Ohio"
"Connecticut"
"Massachusetts"
"Ohio"
"Missouri"
"Tennessee"
"Ohio"
"South Carolina"
"Georgia"
"Virginia"
"New Mexico"
"Texas"
"Pennsylvania"
"Texas"
"Minnesota"
"Minnesota"
"California"
"Wisconsin"
"Texas"
"New Mexico"
"Florida"
"Ohio"
"Ohio"
"New York"
"Tennessee"
"Washington"
"State Not Found"
"Texas"
"California"
"Georgia"
"State Not Found"
"Virginia"
"Minnesota"
"Nebraska"
"Ohio"
"Ohio"
"Pennsylvania"
"Massachusetts"
"Illinois"
"California"
"Texas"
"Georgia"
"California"
"California"
"Kentucky"
"Texas"
"California"
"New Jersey"
"Texas"
"North Carolina"
"Utah"
"Missouri"
"California"
"Florida"
"Massachusetts"
"Arizona"
"Florida"
"Pennsylvania"
"Louisiana"
"Ontario"
"California"
"Mississippi"
"Wyoming"
"Texas"
"New York"
"Arizona"
"Minnesota"
"New Jersey"
"North Carolina"
"Texas"
"Georgia"
"Arizona"
"Iowa"
"Alabama"
"Texas"
"Texas"
"Texas"
"Montana"
"California"
"Kansas"
"Texas"
"Washington"
"New York"
"Pennsylvania"
"Illinois"
"Indiana"
"Tennessee"
"Rhode Island"
"Texas"
"State Not Found"
"Texas"
"Michigan"
"Illinois"
"Nuevo León"
"Wisconsin"
"Texas"
"Colorado"
"Texas"
"Connecticut"
"Nevada"
"Nevada"
"Kentucky"
"District of Columbia"
"District of Columbia"
"Nevada"
"Connecticut"
"Oregon"
"California"
"New Jersey"
"Massachusetts"
"Ohio"
"California"
"Illinois"
"Louisiana"
"South Carolina"
"Illinois"
"California"
"Indiana"
"California"
"California"
"California"
"California"
"Massachusetts"
"Kentucky"
"Ohio"
"Illinois"
"Texas"
"South Carolina"
"Texas"
"Texas"
"California"
"Minnesota"
"North Carolina"
"Texas"
"Mississippi"
"Colorado"
"Texas"
"Minnesota"
"Washington"
"Virginia"
"District of Columbia"
"Virginia"
"Texas"
"Illinois"
"Arizona"
"Texas"
"Nevada"
"Arizona"
"Ohio"
"Texas"
"California"
"Texas"
"State Not Found"
"Pennsylvania"
"Pennsylvania"
"Missouri"
"Pennsylvania"
"Jalisco"
"Texas"
"Louisiana"
"California"
"California"
"Ontario"
"Ontario"
"Georgia"
"California"
"California"
"Texas"
"Illinois"
"Arizona"
"Arizona"
"West Virginia"
"Louisiana"
"Pennsylvania"
"California"
"Illinois"
"Massachusetts"
"Texas"
"Texas"
"California"
"Ontario"
"Georgia"
"California"
"Ontario"
"Kansas"
"Ontario"
"Florida"
"Minnesota"
"Kansas"
"New Jersey"
"State Not Found"
"Massachusetts"
"Nebraska"
"California"
"Maryland"
"Oregon"
"Maryland"
"Louisiana"
"New York"
"Georgia"
"Oklahoma"
"California"
"California"
"North Carolina"
"Texas"
"New Mexico"
"South Carolina"
"Georgia"
"Texas"
"Virginia"
"Virginia"
"Virginia"
"Virginia"
"Ohio"
"California"
"Maryland"
"Georgia"
"Washington"
"Texas"
"Mississippi"
"Kentucky"
"New Jersey"
"State Not Found"
"Pennsylvania"
"New Jersey"
"Tennessee"
"State Not Found"
"State Not Found"
"Alabama"
"Texas"
"Florida"
"Massachusetts"
"Pennsylvania"
"Wisconsin"
"Texas"
"Texas"
"Alabama"
"Georgia"
"Florida"
"Maryland"
"District of Columbia"
"Florida"
"Iowa"
"Louisiana"
"Pennsylvania"
"Arizona"
"Iowa"
"Georgia"
"Michigan"
"New Jersey"
"Alabama"
"Missouri"
"Pennsylvania"
"Pennsylvania"
"Virginia"
"Virginia"
"Wisconsin"
"New York"
"Florida"
"Texas"
"Louisiana"
"California"
"Massachusetts"
"New York"
"California"
"Texas"
"Florida"
"Nevada"
"California"
"California"
"California"
"Pennsylvania"
"Texas"
"Arizona"
"California"
"Texas"
"New Jersey"
"California"
"Florida"
"Florida"
"South Carolina"
"Nevada"
"Nevada"
"Nevada"
"Texas"
"Wisconsin"
"Washington"
"Texas"
"Michigan"
"Arkansas"
"California"
"Missouri"
"Texas"
"California"
"Arizona"
"California"
"California"
"California"
"Texas"
"Tennessee"
"Pennsylvania"
"Maryland"
"Texas"
"Ohio"
"South Carolina"
"Texas"
"Texas"
"California"
"California"
"Ohio"
"California"
"California"
"Illinois"
"California"
"Mississippi"
"Texas"
"California"
"District of Columbia"
"Arizona"
"Georgia"
"California"
"California"
"Alberta"
"Washington"
"Texas"
"California"
"Oklahoma"
"New Hampshire"
"North Carolina"
"Washington"
"California"
"Texas"
"California"
"California"
"Illinois"
"New York"
"Arizona"
"Illinois"
"Kansas"
"North Carolina"
"California"
"Ohio"
"New Jersey"
"Texas"
"Michigan"
"Oklahoma"
"Illinois"
"Texas"
"Louisiana"
"New Mexico"
"Georgia"
"District of Columbia"
"Oklahoma"
"Minnesota"
"Arkansas"
"North Carolina"
"Virginia"
"Vermont"
"Kansas"
"Illinois"
"Québec"
"Québec"
"Florida"
"California"
"California"
"Oklahoma"
"District of Columbia"
"Georgia"
"South Carolina"
"Indiana"
"Washington"
"Georgia"
"California"
"Ohio"
"North Carolina"
"Ohio"
"Virginia"
"New York"
"California"
"California"
"Indiana"
"Texas"
"Georgia"
"North Carolina"
"Florida"
"New York"
"West Virginia"
"Ontario"
"Louisiana"
"Alberta"
"Illinois"
"North Carolina"
"California"
"Kentucky"
"Texas"
"New Jersey"
"Arizona"
"Wisconsin"
"Ohio"
"Tennessee"
"Utah"
"California"
"Texas"
"Indiana"
"California"
"Florida"
"Massachusetts"
"Texas"
"Minnesota"
"California"
"Connecticut"
"Texas"
"California"
"North Carolina"
"Arizona"
"Texas"
"California"
"North Carolina"
"Kansas"
"Ontario"
"California"
"Ohio"
"Kentucky"
"California"
"Arizona"
"Louisiana"
"California"
"Colorado"
"Georgia"
"Oklahoma"
"Florida"
"Indiana"
"Georgia"
"Virginia"
"California"
"Virginia"
"Oregon"
"District of Columbia"
"Florida"
"Texas"
"California"
"Pennsylvania"
"New Mexico"
"Texas"
"Virginia"
"New York"
"Ohio"
"Texas"
"Georgia"
"Maryland"
"Oregon"
"Georgia"
"Oklahoma"
"Florida"
"Texas"
"Arizona"
"Indiana"
"New York"
"Arizona"
"Ohio"
"Pennsylvania"
"California"
"Indiana"
"Nebraska"
"Massachusetts"
"Illinois"
"Florida"
"Florida"
"Indiana"
"West Virginia"
"Oregon"
"California"
"Nevada"
"Connecticut"
"Texas"
"California"
"Texas"
"Texas"
"Missouri"
"Iowa"
"North Carolina"
"Georgia"
"California"
"South Carolina"
"North Carolina"
"Texas"
"West Virginia"
"California"
"California"
"Arizona"
"Missouri"
"Colorado"
"Arizona"
"Tennessee"
"California"
"Louisiana"
"Illinois"
"North Carolina"
"Colorado"
"Alberta"
"California"
"Pennsylvania"
"Virginia"
"Washington"
"California"
"Virginia"
"Michigan"
"California"
"Texas"
"North Carolina"
"Connecticut"
"Maryland"
"Texas"
"California"
"Texas"
"Michigan"
"New Mexico"
"New York"
"South Carolina"
"Washington"
"Louisiana"
"Texas"
"Indiana"
"California"
"Indiana"
"Florida"
"New Jersey"
"Michigan"
"California"
"Ohio"
"Washington"
"California"
"Texas"
"Washington"
"Texas"
"California"
"California"
"Florida"
"Indiana"
"Illinois"
"Texas"
"Florida"
"West Virginia"
"California"
"Texas"
"Pennsylvania"
"Kansas"
"Texas"
"Colorado"
"Texas"
"Michigan"
"Ohio"
"Texas"
"Texas"
"Wisconsin"
"California"
"California"
"Missouri"
"New Mexico"
"Kentucky"
"New Jersey"
"Missouri"
"Maryland"
"South Carolina"
"North Carolina"
"Rhode Island"
"Alabama"
"New York"
"Colorado"
"Texas"
"Georgia"
"New York"
"New York"
"California"
"Indiana"
"Minnesota"
"Ohio"
"New Jersey"
"Tennessee"
"California"
"Iowa"
"California"
"Alabama"
"New York"
"Texas"
"Arizona"
"Washington"
"Illinois"
"Texas"
"Arizona"
"Oregon"
"Texas"
"Texas"
"Ohio"
"Colorado"
"Georgia"
"Florida"
"Texas"
"Massachusetts"
"North Carolina"
"Florida"
"Utah"
"State Not Found"
"District of Columbia"
"Georgia"
"California"
"California"
"Illinois"
"Texas"
"California"
"Virginia"
"Oklahoma"
"California"
"California"
"Florida"
"Florida"
"Pennsylvania"
"Ontario"
"Texas"
"Maryland"
"West Virginia"
"Washington"
"Arkansas"
"California"
"Georgia"
"North Carolina"
"Oklahoma"
"California"
"North Carolina"
"North Carolina"
"Ciudad de México"
"Nevada"
"Kentucky"
"Minnesota"
"Texas"
"Georgia"
"Minnesota"
"Tennessee"
"Maine"
"Texas"
"Washington"
"Ohio"
"California"
"Indiana"
"Connecticut"
"Indiana"
"California"
"Estado de México"
"California"
"Ciudad de México"
"New Mexico"
"Texas"
"Florida"
"Connecticut"
"District of Columbia"
"Florida"
"Maryland"
"Florida"
"Florida"
"Virginia"
"California"
"Wisconsin"
"Indiana"
"Oklahoma"
"Texas"
"Alberta"
"Indiana"
"California"
"Texas"
"Georgia"
"Georgia"
"Georgia"
"Georgia"
"Georgia"
"Washington"
"Alberta"
"New York"
"Indiana"
"Washington"
"North Carolina"
"California"
"Colorado"
"New York"
"Washington"
"Florida"
"Rhode Island"
"Ohio"
"Arizona"
"Idaho"
"Mississippi"
"Connecticut"
"New York"
"Florida"
"Texas"
"Illinois"
"Illinois"
"Pennsylvania"
"District of Columbia"
"New Jersey"
"Pennsylvania"
"Florida"
"New York"
"Michigan"
"Texas"
"Massachusetts"
"Michigan"
"Wisconsin"
"Ohio"
"Kansas"
"Wisconsin"
"Illinois"
